Token,Lema,POS,Freq,Declinação,Definição
equestre,equestrus,ADJ,5,-,Def. não encontrada
intulissent,intulio,VERB,5,-,Def. não encontrada
terrerent,terro,VERB,5,-,Def. não encontrada
meridie,meridio,NOUN,5,-,"To take a mid-day nap or siesta: jube, ad te veniam meridiatum,Cat. , : meridiari ante cibum,Cels. , : dum ea meridiaret,Suet. Calig. : inter acervos eorum meridiati sunt,i. e. have taken their ease,Vulg. Job, , ."
praesidi,praesidus,NOUN,5,-,Def. não encontrada
avertit,averto,VERB,5,-,"Init.), ti, sum, , v. a., to turn something away from a place, to avert, turn off, remove, etc. (opp. adverto)."
munitis,munitus,NOUN,5,-,"mūnītus, a, um, Part. and , v. . munio"
vacuum,vacuus,ADJ,5,-,"Empty, void, free, clear, devoid of, without something (freq. and class.; cf. inanis.)"
ali,aliuo,VERB,5,-,Def. não encontrada
noviodunum,noviodunus,NOUN,5,-,Def. não encontrada
exiguitas,exiguitas,NOUN,5,3,"Scantiness in measure or number, smallness, littleness, shortness, scarcity (class.)."
pulso,pulio,VERB,5,-,Def. não encontrada
vectigalia,vectigalis,ADJ,5,-,Adj [id.].
summittit,summitto,VERB,5,-,With the force of sub predominating (mostly poet. and in post- Aug. prose; cf. subicio).
quaestionem,quaestio,NOUN,5,3,A seeking.
liberius,libere,ADV,5,-,Fin. A.
clientela,clientela,NOUN,5,1,"In gen., clientship, alliance (cf. cliens, B.), Caes. B. G. , ."
senonum,senonus,NOUN,5,-,Def. não encontrada
odio,odium,NOUN,5,2,"Ofinanim. things: odium raphanis cum vite maximum refugitque juxta satos,aversion, antipathy,Plin. , , , § ; , , , § : quercus et olea tam pertinaci odio dissident,id. , , , § ."
statu,status,NOUN,5,-,"stătus, a, um, v. sisto."
sacrificia,sacrificium,NOUN,5,2,A sacrifice (class. and very freq. in sing. and plur.).
adigi,adigo,VERB,5,-,"To drive, bring, or take a person or thing to a place (syn.: appello, adduco, affero).—Constr. usu. with ad, but also with acc., dat., in or local adv."
expulsi,expullo,VERB,5,-,Def. não encontrada
hispania,hispania,NOUN,5,-,"The Spaniards, Liv. , ; Tac. A. , ; Suet. Caes.  al."
bellandi,bello,VERB,5,-,"Prop., to wage or carry on war, to war, to fight in war (class.; cf.: milito, proelior)."
pollicitationibusque,pollicitatio,NOUN,5,3,pollicitor
telis,telis,NOUN,5,3,"The herb fenugreek Trigonella foenum Graecum, Linn.: foenum Graecum quod telin vocant,Plin. , , , § ."
praedicant,praedico,VERB,5,-,"To cry in public, make known by crying in public, to publish, proclaim."
iuvarent,iuvo,VERB,5,-,Def. não encontrada
hibernorum,hibernum,NOUN,5,-,Def. não encontrada
destiterunt,destituo,VERB,5,-,"dē-stĭtŭo, ŭi, ūtum, , statuo."
invitis,invo,VERB,5,-,Def. não encontrada
civitatesque,civitasque,NOUN,5,-,Def. não encontrada
aestimare,aestimo,VERB,5,-,"aestĭmo (arch. aestŭ-), āvi, ātum, ,  from aes, with the termination -tumo, which also appears in autumo; cf.: legitumus, finitumus, maritumus; later, legitimus, finitimus, maritimus; compare the Goth. aistjan, to estimate."
allobrogibus,allobrogus,NOUN,5,-,Def. não encontrada
cuniculis,cuniculus,NOUN,5,2,"A rabbit, cony, Gr. κόνικλος or κύνικλος."
obsidendum,obsideo,VERB,5,-,A. [sedeo].
colendi,colo,VERB,5,-,"To cultivate, till, tend, takecare of a field, garden, etc. (freq. in all per. and species of composition)."
castrisque,castrisqui,NOUN,5,-,Def. não encontrada
sponte,spons,NOUN,5,-,"spons, v. sponte."
vesperum,vesper,NOUN,5,-,"Neutr., Varr. L. L. , §  and , §  Müll. acc. to Lachm.) [Gr. ἕσπερος, ἑσπέρα], the evening, even, eve, even-tide."
carros,carer,NOUN,5,-,Def. não encontrada
vado,vado,VERB,5,-,"To go, walk; esp. to go hastily or rapidly, to rush (syn. incedo)."
perlata,perlo,VERB,5,-,Def. não encontrada
ceperunt,cepiro,VERB,5,-,Def. não encontrada
nuper,nuper,ADV,5,-,"Newly, lately, recently, not long ago."
suberat,subsum,VERB,5,-,"sub -sum, no"
pompeio,pompeius,NOUN,5,-,Def. não encontrada
vir,vir,NOUN,5,-,In partic.
vindicandum,vindico,VERB,5,-,"To lay legal claim to a thing, whether as one's own property or for its restoration to a free condition."
iussisset,iussisto,VERB,5,-,Def. não encontrada
servos,servus,NOUN,5,-,"Slavish, servile, subject."
vadis,vadus,NOUN,5,-,"vădus, i, v. vadum"
arrogantiae,arrogantia,NOUN,5,1,"A pertinacity in one's demands, obstinacy: cessurosque se potius adrogantiae Antipatri quam etc.,Liv. ,  fin."
orae,ora,NOUN,5,1,"The extremity of a thing; the border, brim, edge, margin, end, boundary."
ibique,ibique,SCONJ,5,-,Def. não encontrada
cimbri,cimbrum,NOUN,5,-,Def. não encontrada
ullam,ulllus,DET,5,-,Def. não encontrada
intercipiuntur,intercipio,VERB,5,-,"To seize on the passage before arrival at the destined place, to intercept."
mandatis,mandatum,NOUN,5,2,v. . mando
iterum,iterum,ADV,5,-,"Again, a second time, once more, anew."
omnemque,omnisque,ADJ,5,-,Def. não encontrada
centurio,centurium,NOUN,5,-,Def. não encontrada
tametsi,tametsi,SCONJ,5,-,In gen.
partitis,partior,VERB,5,-,Def. não encontrada
neglecturum,neglectus,ADJ,5,-,"neglectus, a, um, Part. and , from neglego."
pueri,puer,NOUN,5,-,In partic.
adeat,adeo,VERB,5,-,"A. (acc. to Paul. ex Fest. should be accented a/deo; v. Fest. s. v. adeo, p.  Müll.; cf. the foll. word), to go to or approach a person or thing (syn.: accedo, aggredior, advenio, appeto)."
nominatim,nomino,VERB,5,-,"To call by name, to name, to give a name to (esp. after, for a person or thing; cf.: appello, voco, dico)."
praescribere,praescribo,VERB,5,-,"To write before, in front, or previously, to prefix in writing (syn.: praefinio, praestituo)."
integris,integerr,ADJ,5,-,Def. não encontrada
vacare,vaco,VERB,5,-,"Perf. vacui, Tert. Pall. ; id. Pud.  fin.; id. adv. Val. ), v. n. etym. dub., to be empty, void, or vacant; to be void of, or without; not to contain (class.; cf.: careo, egeo)."
negat,nego,VERB,5,-,"Pass. with inf., they say I am not, etc.: casta negor (sc. esse),Ov. F. , : saepe domi non es, cum sis quoque saepe negaris,Mart. , , : ex eo negantur ibi ranae coaxare,Suet. Aug. : ciconiae pullum qui ederit, negatur annis continuis lippiturus,Plin. , , , § ."
tolerandae,tolero,VERB,5,-,"Dep. collat. form tŏlĕror, āri, acc. to Prisc. p.  P.) [lengthened form of the root tol, whence tollo and tuli, kindr. with the Gr. ΤΛΑΩ], to bear, support, sustain (syn.: fero, patior, sustineo, sino)."
exemplo,exemplum,NOUN,5,2,A sample.
iunctis,iungo,VERB,5,-,Def. não encontrada
significatione,significatio,NOUN,5,3,"A pointing out, indicating, denoting, signifying; an expression, indication, mark, sign, token, = indicium, signum, ἐπισημασία, etc. (freq. and class.)."
vestitus,vestio,VERB,5,-,"Imperf. vestibat, Verg. A. , ; inf. vestirier, Prud. Psych. ), v. a. vestis, to cover with a garment, to dress, clothe, vest (syn.: induo, amicio)."
peractis,perago,VERB,5,-,"Inf. paragier, Cato, Orig. , p. ),"
obtestatus,obtestor,VERB,5,-,"To call as a witness to any thing; to protest or assert by a person or thing (syn.: testor, obsecro, supplico; class.)."
conspicatus,conspicico,VERB,5,-,Def. não encontrada
constiterat,constiteo,VERB,5,-,Def. não encontrada
interim,interim,ADP,5,-,"I.q. interea, meanwhile, in the meantime: ibo intro: tu hic ante aedes interim speculare,Plaut. Mil. , , : interim dum ante ostium sto,Ter. Eun. , , : hoc interim spatio conclave illud concidisse,Cic. de Or. , : quo fugit interim dolor ille?Quint. , , ; , , ."
onerariis,onerarius,ADJ,5,-,"ŏnĕrārĭus, a, um, onus"
facinore,facino,NOUN,5,-,Def. não encontrada
rheni,rhenus,ADJ,5,-,"Meton., the dwellers on the Rhine, the Germans, Ov. F. , ; id. P. , , ; Luc. , ; Stat. S. , , ; hence, plur.: ingentes locat Rhenos,Pers. , ."
collibus,collus,NOUN,5,-,"collus, i, v. collum."
necessariam,necessarius,ADJ,5,-,"In partic.: necessariae partes,the private parts,Gai. Inst. , § ."
visum,visus,ADJ,5,-,"vīsus, a, um, Part. of video."
litore,litor,NOUN,5,-,Def. não encontrada
figura,figura,NOUN,5,1,"A form, shape, figure (syn.: forma, species; tropus)."
possessionesque,possessio,NOUN,5,3,Transf.
cur,cur,SCONJ,5,-,"For what reason, wherefore, why, to what purpose, from what motive."
cultu,cultus,NOUN,5,-,"cultus, a, um, Part. and , from . colo."
meum,meus,DET,5,-,"Plur.: fundite quae mea sunt, cuncta,Juv. , ."
respexissent,respicio,VERB,5,-,"Subj. perf. respexis, Plaut. Aul. , , ; id. Most. , , ; id. Rud. , , ),  and a., to look back or behind, to look about, look; to see behind one; to look back upon, to look at, look to or for any thing (very freq. and class.)."
quam,quam,NOUN,5,-,In partic.
adflictae,adfligo,VERB,5,-,Def. não encontrada
portare,porto,VERB,5,-,"To bear or carry along; to convey any thing heavy (class.; syn.: fero, gero, veho)."
privata,privo,VERB,5,-,"To bereave, deprive, rob, strip of any thing (class.; cf.: orbo, viduo)."
morentur,morior,VERB,5,-,"mŏrĭor, mortŭus,  ("
ut,ut,ADV,5,-,"Conj. [for quoti or cuti, from pronom. stem ka-, Lat. quo-, whence qui, etc., and locat. ending -ti of stem to-, whence tum, etc.]."
equitatusque,equitasque,NOUN,5,-,Def. não encontrada
effugere,effugio,VERB,5,-,"Inf. pass. effugiri, Pseud. Syr. Sent.  Rib.), ,  and a. (class. and freq., esp. in the active sense)."
confiderent,confideo,VERB,5,-,Def. não encontrada
commutato,commuto,VERB,5,-,"To alter wholly, change entirely (class.; most freq. in Cic.)."
iacentibus,iaceo,VERB,5,-,Def. não encontrada
insisterent,insisto,VERB,5,-,"To set foot upon, to stand, tread, or press upon; constr. mostly with dat., also with in and abl. or acc., or the simple acc. (class.)."
perpauci,perpaucus,ADJ,5,-,"per-paucus, a, um"
carris,caro,NOUN,5,-,"To card (very rare), Plaut. Men. , , ; and in Naev. acc. to Varr. L. L. , §  Müll., p.  Bip. (cf.: caritores, . carmen, . carmino, etc.)."
quamquam,quamquam,SCONJ,5,-,quam-quam (quan-)
pila,pilum,NOUN,5,2,"A pounder, pestle of a mortar."
expellere,expello,VERB,5,-,"To drive out or away, thrust out or away, to eject, expel (class.)."
tandem,tandem,ADV,5,-,"At length, at last, in the end, finally (cf.: denique, postremo)."
demigraverant,demigro,VERB,5,-,"V. n., to migrate from, to emigrate; to depart, remove from or to a place (class.)."
menapiorum,menapium,NOUN,5,-,Def. não encontrada
disiecta,disicco,VERB,5,-,Def. não encontrada
pilis,pilis,NOUN,5,-,Def. não encontrada
inire,ineo,VERB,5,-,"Fut. iniet, Sen. Ben. , ), v. a. and n."
popularentur,populo,VERB,5,-,"pŏpŭlo, āre, v. populor."
incertis,incersus,ADJ,5,-,Def. não encontrada
constiterant,constitero,VERB,5,-,Def. não encontrada
conspexerunt,conspexso,VERB,5,-,Def. não encontrada
deprecari,depreco,VERB,5,-,Def. não encontrada
supra,supra,ADP,5,-,"Adv., on the upper side, on the top, above."
procul,procul,NOUN,5,-,"In the distance, at a distance, a great way off, far, afar off, from afar."
boios,boius,NOUN,5,-,Def. não encontrada
impelli,impello,VERB,5,-,"Inf. pres. pass. inpellier, Lucr. , ),  in-pello, to push, drive, or strike against a thing; to strike, reach."
immissa,immitto,VERB,5,-,"Perf. sync. immisti, Sil. , ),  in-mitto, to send or let into a place, to introduce, admit, to send or despatch against, to let loose at, discharge at, to cast or throw into (freq. and class.; cf. intromitto, induco, introduco)."
distarent,disto,VERB,5,-,"Perf. distiti, only Boëth. in Porphyr. , p. ), , to stand apart, to be separate, distant (freq. and class.)."
veniunt,vinio,VERB,5,-,Def. não encontrada
curaverat,curavo,VERB,5,-,Def. não encontrada
